EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
121175,S SIERRA MTNS (ZONE), ,06/21/2008,1710,Wildfire, , ,0,0,0,0,CA,PST-8, ,20343,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,06/30/2008,2359, , , , ,"","June saw the fourth consecutive month of below-normal rainfall in the central California interior, as neither Fresno nor Bakersfield had any rain. While dry Junes are not uncommon (this was Bakersfield���s 72nd dry June, and Fresno���s 50th), the prospect of a dry June coming on the heels of the driest March-May on record for Bakersfield, and the 4th driest for Fresno, was a factor in Governor Schwarzenegger declaring a drought for the state on June 4th. In addition to the agricultural and hydrological impacts of the dry weather, the fire danger due to dried brush and other vegetation was high, and thunderstorms that moved through the state during the latter half of the month triggered numerous wildfires.||Bakersfield ended the 2007-2008 rain season (which runs from July 1st to June 30th) with a season total of only 2.38 inches, or 36.7 % of the normal of 6.49 inches. The past season was the 2nd driest on record, surpassed only by the 1933-34 season which saw only 2.21 inches. Fresno fared much better, due to an unseasonably wet December through February, but the rains ended abruptly in late February and the season ended with 8.40 inches. This was 74.8 % of Fresno���s normal of 11.23 inches.||The Mariposa Complex wildfire, CalFire, Merced-Madera-Mariposa Unit, ignited on June 21 at 1500 PDT. The cause was lightning. The location was in and around Mariposa in Mariposa County. The size was 2500 acres. This fire was contained on 6/24/08 at 0730 PDT. There were no fatalities or lost structures. Cost unknown.||The Oliver wildfire, CalFire, Merced-Madera-Mariposa Unit, ignited on June 21 at 1710 PDT. The cause was lightning. The location was North of Ponderosa Basin. The size was 2789 acres and the fire was finally contained on 7/5/08. No fatalities or lost structures. Cost to containment was $12,217,857.||The Silver Complex wildfire, Sierra NF, ignited on June 21 at 1710 PDT. The cause was lightning. The location was from Fishcamp, north to the Merced River Canyon. The size was 1,161 acres and the fire was contained on 7/3/08. No fatalities or lost structures. Cost to contain was $3,340,000.",54
137041,S SIERRA MTNS (ZONE), ,07/01/2008,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,23434,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,07/05/2008,1800, , , , ,"","The Oliver wildfire was on state forest land, by the Merced-Madera-Mariposa Unit. The location was north of Ponderosa Basin and the size was 2789 acres. The ignition date was June 21 at 1610 PST. The cause was lightning. The wildfire was contained on July 5. There were no fatalities or damaged properties. The cost to containment was $12,217,857.",55
137044,S SIERRA MTNS (ZONE), ,07/01/2008,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,23436,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,07/03/2008,1800, , , , ,"","The Silver Complex wildfire occurred in the Sierra National Forest. The ignition date was June 21 at 1610 PST. The cause was lightning, and the location was from Fishcamp north to the Merced River Canyon. The size was 1,161 acres. The wildfire was contained on July 3. There were no fatalities or damages. The cost to containment was $3,340,000.",56
137055,S SIERRA MTNS (ZONE), ,07/19/2008,1215,Wildfire, , ,0,0,0,0,CA,PST-8, ,23439,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,07/31/2008,2359, , , , ,"","The Tehipite Fire occurred in Sequoia National Park. The ignition date was July 19 at 1215 PST. The cause was lightning. The location was 20 miles northeast of Dunlap in Fresno County. The size of the wildfire was 1,331 acres. Estimated date of containment was October 15. There were no fatalities or lost structures. The cost to containment was $500,000.",57
137053,S SIERRA MTNS (ZONE), ,07/25/2008,1310,Wildfire, , ,0,0,25000000,0,CA,PST-8, ,23438,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,07/31/2008,2359, , , , ,"","The Telegraph wildfire was located in the CalFire Merced-Madera-Mariposa Unit, near Mariposa in Mariposa County. The ignition date was July 25 at 1410 PST. The cause was human, due to target shooting. The size was 34,091 acres. The wildfire was contained on August 5. There were no fatalities. There were 130 properties lost, of which 100 were outbuildings. Property damages were estimated at $25M. The cost to containment was $36.5M.",58
134105,S SIERRA MTNS (ZONE), ,08/01/2008,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,22890,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,08/31/2008,2359, , , , ,"","The Tehipite Fire occurred in Sequoia National Park. The ignition date was July 19 at 1315 PDT. The cause was lightning. The location was 20 miles northeast of Dunlap  in Fresno County. The size of the wildfire was 1,331 acres. Estimated date of containment was October 15. There were no fatalities or lost structures. The cost to containment was $500,000.",59
137031,S SIERRA MTNS (ZONE), ,09/01/2008,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,23429,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,09/30/2008,2359, , , , ,"","The Tehipite wildfire was ignited on July 19 at 1215 PST. The cause was lightning. The location was 20 miles northeast of Dunlap in Fresno County in Sequoia National Park. The size was 11,085 acres. The wildfire was ongoing at the end of the month. There were no fatalities or properties damaged. The cost to containment was $733,000.",60
137034,S SIERRA FOOTHILLS (ZONE), ,09/11/2008,2000,Wildfire, , ,0,0,0,0,CA,PST-8, ,23431,Z,93,HNX,0,0,Park/Forest Service, , , , , , , , ,09/17/2008,1700, , , , ,"","The Cascadel wildfire was located in the Sierra National Forest. The ignition date was September 11 at 2000 PST. The cause was human, from target shooting. The location was 3 miles East-Northeast of North Fork in Madera County. The size was 280 acres. The wildfire was contained on September 17 at 1700 PST. There were no fatalities or properties damaged. The cost to containment was $3,100,000.",61
185358,S SIERRA MTNS (ZONE), ,06/01/2009,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,31549,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,06/30/2009,2359, , , , ,"","Thunderstorms developed over western Fresno County during the evening of June 4th, and rapidly grew in intensity. One severe thunderstorm had a reflectivity of 73 dBz, and a VIL (vertically integrated liquid) of 43 g/kg. Hail up to an inch in diameter fell near the town of Helm, and outflow winds were estimated at around 60 mph.||The low finally moved onshore on the 5th, and lifted northeast into northern Nevada that evening. An upper-level trough remained over California, with an unseasonably cold airmass aloft. Upper-level impulses moving through the trough continued the threat of afternoon and evening mountain convection, with isolated light showers drifting over the San Joaquin Valley at times. Temperatures fell to some 10-15 degrees below normal, and stayed well below normal for the next week.||The Grouse wildfire that was sparked by lightning on May 30th continued through the month of June. The ignition time was 1400 PST on May 30th, the location was 3 miles southwest of Yosemite Valley in Mariposa County.  The size of the fire was 3047 acres. The cost to containment was $2.9 million. The containment date was July 13th.",62
185359,S SIERRA MTNS (ZONE), ,06/07/2009,2301,Wildfire, , ,0,0,0,0,CA,PST-8, ,31553,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,06/30/2009,2359, , , , ,"","The Harden wildfire located in Yosemite NP, ignited on June 7th at 2301 PST due to lightning. The location was 13 miles north of Yosemite Valley in Mariposa County. The size was 1661 acres. Containment was on July 10th. Cost to containment was $880,000.",63
197260,S SIERRA MTNS (ZONE), ,09/01/2009,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,34078,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,09/30/2009,2359, , , , ,"","A few wildfires continued during the month of September in the Sierra Nevada.  ||The Wildcat wildfire, which ignited on July 29, 2009, continued to burn during the months of August and September. The location was 9 miles northwest of Tuolumne Meadows in Yosemite NP. The original cause was from lightning. The size was 1255 acres. ||The Power fire in Sequoia National Forest, ignited on September 27th early in the morning. The cause was unknown. The location was Highway 190 near Springville in Tulare County. The size was 400 acres. The fire was contained on September 29th at a cost of $500,000.",64
259373,S SIERRA MTNS (ZONE), ,08/01/2010,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,44713,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,08/31/2010,2359, , , , ,"","The Slope Wildfire in Yosemite National Park ignited on July 25, 2010 at 1445 PDT. The cause was lightning. The location was northwest of White Wolf in Tuolumne County. The size was 1709 acres. This fire was not contained until early October due to rainfall. The cost was $75,000. There were no fatalities or property damages reported.",65
259374,S SIERRA MTNS (ZONE), ,08/07/2010,2300,Wildfire, , ,0,0,0,0,CA,PST-8, ,44714,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,08/31/2010,2359, , , , ,"","The Vernon Wildfire occurred in Yosemite National Park. The ignition date was August 8, 2010, at 0000 PDT. The cause was lightning. The location was 21 Miles North-Northwest of Yosemite Valley in Tuolumne County. The size was 909 acres. The fire was contained on October 3. No fatalities or damages occurred. The cost was $50,000.",66
266325,S SIERRA MTNS (ZONE), ,09/01/2010,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,45905,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,09/30/2010,2359, , , , ,"","The Sheep wildfire occurred in Sequoia/Kings Canyon National Park. The ignition date was 7/16/10 at 1200 PDT. The cause was lightning. The location was 1.5 miles southwest of Cedar Grove (Fresno County along the Tulare County border). The size was 9007 acres (3119 acres in Kings Canyon NP, 5888 acres in Sequoia Forest). Containment was reported on Oct 3, 2010. Rain on Oct 3-6 extinguished the fire. The cost for containment was $1,567,000 as of 10/3/10.",67
266326,S SIERRA MTNS (ZONE), ,09/01/2010,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,45906,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,09/28/2010,2359, , , , ,"","The Buckhorn wildfire occurred in the Sierra National Forest and the ignition date was 8/7/10 at 2300 PDT. The cause was Lightning. The location was 27 miles Northeast of North Fork, CA (Madera County). The size was 281 acres. The containment was September 28, 2010. Rain on Oct 3-6 further extinguished the fire. No fatalities or lost structures, and the cost to containment was $125,000.",68
266328,S SIERRA MTNS (ZONE), ,09/01/2010,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,45908,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,09/30/2010,2359, , , , ,"","The Slope wildfire was ignited on 7/25/10 at 1445 PDT. The cause was lightning. The location was Northwest of White Wolf (Tuolumne County). The size was 1709 acres. Wet weather in early October put the remainder of the fire out. There were no fatalities or lost structures and the cost to containment was $75,000.",69
266329,S SIERRA MTNS (ZONE), ,09/01/2010,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,45909,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,09/30/2010,2359, , , , ,"","The Vernon wildfire occurred in Yosemite National Park. The ignition date was  8/7/2010 at midnight. The cause was  Lightning and the location was 21 Miles North-Northwest of Yosemite Valley (Tuolumne County). The size was 909 acres and containment was achieved on 10/3/10. There were no fatalities or lost structures and the cost to containment was $50,000.",70
345744,S SIERRA MTNS (ZONE), ,08/01/2011,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,57599,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,08/31/2011,2359, , , , ,"","The Avalanche wildfire occurred in Yosemite National Park. The ignition date was July 31 at 1142 PDT. The cause was lightning. The location was 7 miles Southwest of Yosemite Valley in Mariposa County. The size was 1,050 acres. There were no fatalities or lost structures and the cost to containment was $550,000.",71
345742,S SIERRA MTNS (ZONE), ,08/25/2011,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,57598,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,08/31/2011,2359, , , , ,"","The motor wildfire occurred in Sierra National Forest. The ignition date was August 25 at 1207 PDT. The cause of the fire was human - a motor home fire along Highway 140. The location was near El Portal in Mariposa County. The size was 5231 acres. Containment was reached on September 4 at 1800 PDT. There were no fatalities or lost structures and the cost to containment was $8,385,000.",72
350031,S SIERRA MTNS (ZONE), ,09/13/2011,1812,Wildfire, , ,0,0,0,0,CA,PST-8, ,58364,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,09/30/2011,1800, , , , ,"","A dry southwest flow aloft set up over the area on the 6th along the leading edge of a upper level trough over the Pacific Northwest and northern California, bringing dry weather through the 8th. However, an upper level low moved from the Great Basin into central California on the 9th. This atypical movement of the low occurred because it was cut off from the prevailing westerly winds aloft. These systems usually move into the area from the Pacific Ocean. This low changed the flow aloft over the region to southeasterly, drawing moisture into central California from Arizona and northwestern Mexico. This warm, unstable airmass brought showers and thunderstorms to much of interior central California from the 9th through the 14th. Isolated thunderstorms continued over the Sierra Nevada crest on the 15th, as residual moisture remained over the area while the southeasterly flow transitioned to a more southwesterly direction. ||The low meandered across central and southern California during these several days. This low allowed for unstable conditions over the entire district; quite a few locations in the San Joaquin Valley received at least a trace of rain. On the 9th, thunderstorms produced little rainfall, but they did cause quite a few wildfires due to lightning over the mountains in Kern County (around Keene, Breckenridge, and just to the east of Arvin and Bakersfield). As for the 10th, numerous thunderstorms developed over Kern County and much of the southern San Joaquin Valley during the evening. In addition, more wildfires developed over the Kern County mountains A severe thunderstorm warning and numerous significant weather advisories were issued throughout Kern County that evening; these storms moved westward into San Luis Obispo County later that night. Afternoon showers and thunderstorms redeveloped mainly over the Tehachapi Mountains and the Southern Sierra Nevada daily on the 11th, 12th, and 13th, and a few showers occurred over the south end of the San Joaquin Valley, including Bakersfield, on the 13th. Thunderstorms that developed over the Piutes during the afternoon of September 11th were nearly stationary, and runoff from these storms caused road flooding in the area south of Lake Isabella. ||The South Lightning Tennessee Fire occurred in Tulare county 5 miles north of Fountain Springs. Reports indicated that the fire began on 9/11/11 at 1200 PDT due to heavy lightning strikes from thunderstorms. ||The Tamarack wildfire occurred just northeast of Yosemite Valley in Mariposa County on 9/13/11 at 1912 PDT. This wildfire was caused by extensive lightning. The size was 480 acres. The fire was contained on 10/6/11. There were no lost fatalities or structures. Cost to containment was $75,000. ||The Breckenridge wildfire Complex occurred in the Kern County Mountains, 10 miles NE of Bakersfield. The fire started on the 10th and was contained on the 17th, and caused by lightning strikes. The size was a whopping 25,213 acres. There were no fatalities or structures lost. The cost to containment was $7.1 million. ||The Comanche wildfire Complex in Kern County mountains occurred on 9/10/11 at  0400 PDT, about 8 miles Southeast of Arvin, caused by lightning. The size was a whopping 29,338 acres. Containment was reached on 9/16/11. There were no fatalities or lost structures. The cost to containment was $6.8 million. ||The Keene wildfire Complex occurred because on lightning on 9/10/11 at 1200 PDT. The location was along the Highway 58 corridor from Keene to Mojave in Kern County. The size was 10,479 acres. Containment was reached on 9/15/11. There were no fatalities or Structures Lost. The cost to containment was $8,839,174.",73
396677,S SIERRA FOOTHILLS (ZONE), ,06/12/2012,1143,Wildfire, , ,0,0,0,0,CA,PST-8, ,66141,Z,93,HNX,0,0,Park/Forest Service, , , , , , , , ,06/14/2012,1700, , , , ,"","The Gaines wildfire occurred in the CalFire Merced-Madera-Mariposa Unit. The ignition date was 6/12/12 at 1243 PDT. The cause was unknown. The location was in Catheys Valley, Mariposa County, in the Southern Sierra foothills. The size was 1667 acres. Containment was reached on  6/14/12 at 1800 PDT. There were no fatalities or structures lost and the cost was $600,000.",74
410782,S SIERRA MTNS (ZONE), ,08/01/2012,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,68460,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,08/31/2012,2359, , , , ,"","The Cascade wildfire occurred in Yosemite NP.  The ignition date was  6/15/12 at 1300 PDT. The cause was lightning. The location was in Yosemite Valley (Mariposa County). The size was 1115 acres.  There were no fatalities and no structures lost.  The cost to containment was $75,000.",75
510100,S SIERRA FOOTHILLS (ZONE), ,06/16/2013,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,84499,Z,93,HNX,0,0,Park/Forest Service, , , , , , , , ,06/26/2013,0, , , , ,"","The Carstens Wildfire was in the Sierra NF.  The ignition date was 6/16 and the cause was human - unattended campfire.  The location was 1 Mile North of Mid Pines (Mariposa County) and the size was 1708 acres.  Containment was reached on 6/26 and the cost to containment was $9.8 million.",76
510086,S SIERRA FOOTHILLS (ZONE), ,08/01/2013,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,84490,Z,93,HNX,0,0,Park/Forest Service, , , , , , , , ,08/31/2013,2359, , , , ,"","The Aspen Fire was in the Sierra NF and the ignition was on 7/22/13.  The cause was lightning and the location was 7 Miles North-Northwest of Big Creek (Fresno County) and the size was 22,992 acres.  Containment was reached on 9/8/13 and the cost to containment was $32,289,100.",77
510089,S SIERRA MTNS (ZONE), ,08/23/2013,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,84493,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,08/31/2013,2359, , , , ,"","The Windy Peak wildfire was in Sequoia-Kings Canyon NP and the ignition was 8/23/13 and the cause was from lightning strikes.  The location was 14 Miles North of Cedar Grove (Fresno County).  The size was 681 acres and containment was finally reached on 10/20/13.  The cost to containment was $80,000.",78
510076,S SIERRA MTNS (ZONE), ,09/01/2013,0,Wildfire, , ,0,0,15000000,0,CA,PST-8, ,84487,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,09/30/2013,2359, , , , ,"","The Rim Fire was partly in Stanislaus NF and Partly in Yosemite National Park. The ignition date was 8/17/13 at 1525 PDT.  The cause was human and the location was 2 Miles Northeast of Buck Meadows.  The size was 257,135 acres and containment was reached on 10/6/13 (92% contained as of 9/30/13).  Structures Lost: 97 Outbuildings, 11 Primary, 3 Commercial and the cost to containment was $126.3 Million as of 9/30/13.  There were no fatalities and known injuries related to the fire.  The Rim Fire was the largest wildfire ever on record in the California Sierra Nevada and the 3rd largest in California history.",79
510293,S SIERRA FOOTHILLS (ZONE), ,05/26/2014,0,Wildfire, , ,0,0,1000000,0,CA,PST-8, ,84527,Z,93,HNX,0,0,Park/Forest Service, , , , , , , , ,05/31/2014,2359, , , , ,"","The Hunters wildfire was managed by CalFire.  Ignition was 5/26/14 and the cause was unknown. The location was 5 miles south of Coulterville, CA (Mariposa County) and the size was 677 acres.  Containment was reached on 6/2 and the cost to containment was $4.4 Million.  There were two residences lost and one outbuilding.  There were no fatalities and unknown injuries.",80
517670,S SIERRA FOOTHILLS (ZONE), ,06/01/2014,0,Wildfire, , ,0,0,1000000,0,CA,PST-8, ,85738,Z,93,HNX,0,0,Park/Forest Service, , , , , , , , ,06/02/2014,1600, , , , ,"","The Hunters wildfire was managed by CalFire. Ignition was 5/26/14 and the cause was unknown. The location was 5 miles south of Coulterville, CA (Mariposa County) and the size was 677 acres. Containment was reached on 6/2 and the cost to containment was $4.4 Million. There were two residences lost and one outbuilding. There were no fatalities and unknown injuries.",81
533027,S SIERRA MTNS (ZONE), ,07/16/2014,1945,Wildfire, , ,0,0,0,0,CA,PST-8, ,88378,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,07/31/2014,2359, , , , ,"","The Dark Hole wildfire started on July 16, 2014 by lightning. It was being managed for resource benefit, but began being actively contained after the El Portal fire started nearby on July 26, 2014. It was fully contained on August 19, 2014. The fire was located 4 miles north of Yosemite Valley in Mariposa County. It burned 1080 acres. There were no structures lost and no fatalities. The cost of containment is unknown.",82
529089,S SIERRA FOOTHILLS (ZONE), ,07/26/2014,1700,Wildfire, , ,0,0,0,0,CA,PST-8, ,87691,Z,93,HNX,0,0,Park/Forest Service, , , , , , , , ,07/31/2014,2359, , , , ,"","The El Portal wildfire began July 26, 2014 and was contained on August 4, 2014, 1 mile east of El Portal in Mariposa County. The fire burned 4689 acres, of which 1092 acres were in Yosemite National Park and 3597 acres in Stanislaus National Forest. The cause is under investigation. There were 2 structures lost and no fatalities. Cost of containment was $10.6 million.",83
529091,S SIERRA MTNS (ZONE), ,07/26/2014,1700,Wildfire, , ,0,0,0,0,CA,PST-8, ,87691,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,07/31/2014,2359, , , , ,"","The El Portal wildfire began July 26, 2014 and was contained on August 4, 2014, 1 mile east of El Portal in Mariposa County. The fire burned 4689 acres, of which 1092 acres were in Yosemite National Park and 3597 acres in Stanislaus National Forest. The cause is under investigation. There were 2 structures lost and no fatalities. Cost of containment was $10.6 million.",84
529101,S SIERRA MTNS (ZONE), ,07/28/2014,545,Wildfire, , ,0,0,0,0,CA,PST-8, ,87694,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,07/31/2014,2359, , , , ,"","The French wildfire began July 28, 2014 and was contained on August 19, 2014, 18 miles east of Oakhurst in Madera County. The fire burned 13,837 acres. It was human caused.   There were no structures lost and no fatalities. Cost of containment was $21.4 million.",85
529102,S SIERRA FOOTHILLS (ZONE), ,07/28/2014,545,Wildfire, , ,0,0,0,0,CA,PST-8, ,87694,Z,93,HNX,0,0,Park/Forest Service, , , , , , , , ,07/31/2014,2359, , , , ,"","The French wildfire began July 28, 2014 and was contained on August 19, 2014, 18 miles east of Oakhurst in Madera County. The fire burned 13,837 acres. It was human caused.   There were no structures lost and no fatalities. Cost of containment was $21.4 million.",86
533014,S SIERRA FOOTHILLS (ZONE), ,08/01/2014,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,88372,Z,93,HNX,0,0,Park/Forest Service, , , , , , , , ,08/04/2014,2000, , , , ,"","The El Portal wildfire began July 26, 2014 and was contained on August 4, 2014, 1 mile east of El Portal in Mariposa County. The fire burned 4689 acres, of which 1092 acres were in Yosemite National Park and 3597 acres in Stanislaus National Forest. The cause is under investigation. There were 2 structures lost and no fatalities. Cost of containment was $10.6 million.",87
533018,S SIERRA MTNS (ZONE), ,08/01/2014,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,88373,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,08/19/2014,1800, , , , ,"","The French wildfire began July 28, 2014 and was contained on August 19, 2014, 18 miles east of Oakhurst in Madera County. The fire burned 13,837 acres. It was human caused. There were no structures lost and no fatalities. Cost of containment was $21.4 million.",88
533017,S SIERRA FOOTHILLS (ZONE), ,08/01/2014,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,88373,Z,93,HNX,0,0,Park/Forest Service, , , , , , , , ,08/19/2014,1800, , , , ,"","The French wildfire began July 28, 2014 and was contained on August 19, 2014, 18 miles east of Oakhurst in Madera County. The fire burned 13,837 acres. It was human caused. There were no structures lost and no fatalities. Cost of containment was $21.4 million.",89
533024,S SIERRA MTNS (ZONE), ,08/01/2014,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,88376,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,08/19/2014,1800, , , , ,"","The Dark Hole wildfire started on July 16, 2014 by lightning. It was being managed for resource benefit, but began being actively contained after the El Portal fire started nearby on July 26, 2014. It was fully contained on August 19, 2014. The fire was located 4 miles north of Yosemite Valley in Mariposa County. It burned 1080 acres. There were no structures lost and no fatalities. The cost of containment is unknown.",90
533015,S SIERRA MTNS (ZONE), ,08/01/2014,0,Wildfire, , ,0,0,0,0,CA,PST-8, ,88372,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,08/04/2014,2000, , , , ,"","The El Portal wildfire began July 26, 2014 and was contained on August 4, 2014, 1 mile east of El Portal in Mariposa County. The fire burned 4689 acres, of which 1092 acres were in Yosemite National Park and 3597 acres in Stanislaus National Forest. The cause is under investigation. There were 2 structures lost and no fatalities. Cost of containment was $10.6 million.",91
533022,S SIERRA FOOTHILLS (ZONE), ,08/18/2014,1550,Wildfire, , ,0,0,0,0,CA,PST-8, ,88375,Z,93,HNX,0,0,State Official, , , , , , , , ,08/25/2014,1800, , , , ,"","The Junction wildfire started on August 18, 2014 and was contained on August 25, 2014. The fire was located 1 mile northwest of Oakhurst in Madera County. It burned 612 acres. There were 47 structures destroyed and 6 damaged. Many of the structures were outbuildings, motor homes and storage containers. There were no fatalities. The cost of containment was $4.9 million.",92
539730,S SIERRA FOOTHILLS (ZONE), ,09/05/2014,1430,Wildfire, , ,0,0,0,0,CA,PST-8, ,89633,Z,93,HNX,3,0,State Official, , , , , , , , ,09/12/2014,900, , , , ,"","The Bridge Fire was located 10 miles East of Mariposa in Mariposa County. It began on September 5, 2014 and grew to 300 acres before being contained on September 12, 2014. There were no fatalities, 3 injuries to fire fighters, and no structures lost. Cost of containment was $5.4 million.",93
539729,S SIERRA MTNS (ZONE), ,09/07/2014,1230,Wildfire, , ,0,0,0,0,CA,PST-8, ,89632,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,09/29/2014,1200, , , , ,"","The Meadow fire was located in Yosemite National Park, 5 miles East of Yosemite Valley, east of Half Dome in the Little Yosemite Valley. It was started by lightning on July 19, 2014, but was not discovered until August 15, 2014. The fire only grew to 10 acres and was being managed for resource objectives until September 7, 2014 when strong winds developed and began to rapidly spread the fire. The fire grew to 4772 acres before being contained on September 29, 2014. There were no fatalities and no structures lost. However, access to Half Dome was closed for several days. Cost of containment was $4.9 million.",94
539731,S SIERRA FOOTHILLS (ZONE), ,09/14/2014,1336,Wildfire, , ,0,0,0,0,CA,PST-8, ,89634,Z,93,HNX,4,0,State Official, , , , , , , , ,09/22/2014,700, , , , ,"","The Courtney fire was located 3 miles East of Oakhurst in Madera County and burned toward the community of Bass Lake. The fire began on September 14, 2014 and burned 320 acres before being contained on September 22, 2014. The cause of the fire was under investigation, but is believed to be human caused. The fire resulted in evacuations of several hundred residents and visitors for several days. There were 30 residences, 19 outbuildings, 13 vehicles, and 4 recreational vehicles destroyed as well as 4 residences, 3 outbuildings and 2 vehicles damaged. Cost of containment was $4.4 million.",95
541261,S SIERRA MTNS (ZONE), ,10/07/2014,1539,Wildfire, , ,0,0,0,0,CA,PST-8, ,90079,Z,96,HNX,0,1,Park/Forest Service, , , , , , , , ,10/12/2014,1800, , , , ,"","The Dog Rock fire started October 7, 2014. It was caused by sparks generated by hot metal fragments from a vehicle along highway 140 between El Portal and the entrance to Yosemite National Park. Highway 140 was closed in the vicinity of the fire, restricting entrance into Yosemite National Park for 5 days. The fire burned 311 acres before being contained on October 12, 2014. Cost of containment was $2.5 million.||There was one fatality. An air tanker fighting the fire crashed on October 7, 2014, killing the pilot.",96
586925,S SIERRA FOOTHILLS (ZONE), ,06/18/2015,1400,Wildfire, , ,0,0,0,0,CA,PST-8, ,97537,Z,93,HNX,0,0,Park/Forest Service, , , , , , , , ,06/29/2015,1800, , , , ,"","The Sky wildfire started on June 18, 2015. The fire was located 2 miles northeast of Yosemite Forks in Madera County. It burnt 500 acres. There were no fatalities or structures lost. The cost of containment was $4.9 million.",97
586926,S SIERRA FOOTHILLS (ZONE), ,06/18/2015,2100,Wildfire, , ,0,0,0,0,CA,PST-8, ,97538,Z,93,HNX,0,0,Fire Department/Rescue, , , , , , , , ,06/25/2015,1845, , , , ,"","The Corrine wildfire started on June 18, 2015 and was contained on June 25, 2015. The fire was located 2 miles north of Auberry in Madera County. It burnt 920 acres and three out buildings were lost. The cost of the wildfire is unknown.",98
593777,SOUTH SIERRA FOOTHILLS (ZONE), ,07/25/2015,1330,Wildfire, , ,0,0,0,0,CA,PST-8, ,98856,Z,93,HNX,0,0,Park/Forest Service, , , , , , , , ,07/31/2015,2359, , , , ,"","The Willow Fire began on July 25, 2015 and continued to burn for the remainder of July and into August. It was human caused and was located 2 miles west of Wishon, CA. It burned 3383 acres as of July 31.",99
593778,SOUTH SIERRA MOUNTAINS (ZONE), ,07/25/2015,1330,Wildfire, , ,0,0,0,0,CA,PST-8, ,98856,Z,96,HNX,0,0,Park/Forest Service, , , , , , , , ,07/31/2015,2359, , , , ,"","The Willow Fire began on July 25, 2015 and continued to burn for the remainder of July and into August. It was human caused and was located 2 miles west of Wishon, CA. It burned 3383 acres as of July 31.",100
